source_file	pdf_page	module	module_code	standard_number	standard_name	expectation_type	grade_code	grade_span	item_number	code	expectation	hbo_codes	scenario_type	situation	generated_question	generated_answer
data/raw/hecat/PA.pdf	57	Physical Activity	PA	7	Self-Management	skill	12	9-12	2	PA7.12.2	Evaluate personal practices and behaviors that reduce or prevent sedentary behavior.		sedentary_lifestyle	teen notices they've been spending too much time on the couch playing video games	I've been sitting around playing games all weekend and I feel like I should get up and do something more active.	Honestly, I'd wonder about that too. Sitting around all weekend can make you feel pretty sluggish. It's great that you noticed and want to change it up. Maybe start with a short walk or some stretching to get your blood flowing. Then you could try a quick workout or just some active games that get you moving more. What do you think might work for you?
data/raw/hecat/FN.pdf	7	Food and Nutrition	FN	1	Core Concepts	knowledge	8	6-8	18	FN1.8.18	Explain how to select nutrient-dense foods when dining out.	HBO 7|HBO 8|HBO 9|HBO 11|HBO 12	observation	child notices a friend choosing unhealthy options at a fast-food restaurant	My friend keeps picking the fried chicken and French fries, but I suggested they get the salad instead. I wonder if they know it's better for them.	Good catch! It's great that you noticed and suggested the salad. Sometimes it can be hard to choose healthier options, especially when yummy, fried foods are so tempting. Maybe you could gently remind your friend about the benefits of the salad next time. It's always good to have a friendly reminder to help each other make healthier choices!
data/raw/hecat/T.pdf	24	Tobacco-Use Prevention	T	3	Accessing Information	skill	12	9-12	7	T3.12.7	Use resources that provide valid tobacco-related prevention and cessation information.		secondhand_exposure	teen is exposed to secondhand smoke from a family member	My mom smokes in the living room and it's been making me cough all night.	I can see why that would be really uncomfortable and make you cough. Secondhand smoke can definitely irritate your lungs, especially when you're trying to sleep. Have you talked to your mom about it? Maybe you could suggest she smokes outside to help keep everyone healthier.
data/raw/hecat/FN.pdf	48	Food and Nutrition	FN	6	Goal Setting	skill	8	6-8	1	FN6.8.1	Assess personal eating practices.		screen_time	teen struggles to maintain a healthy diet while spending a lot of time gaming	I've been eating a lot of junk food all summer while playing games and now I feel like I need to clean up my diet.	I can see why you might feel that way. It's totally normal to snack on junk food when you're gaming, especially during the summer. But it's great that you're thinking about making some changes! Maybe you could try having a small, healthy snack like fruits or veggies while you play. That way, you can still enjoy your games and also fuel your body better.
data/raw/hecat/V.pdf	62	Violence Prevention	V	8	Advocacy	skill	5	3-5	1	V8.5.1	Give factual information to others to prevent violence.		bullying	a classmate is being bullied in the playground	I saw Jake get pushed around by some other kids at recess. I don't know what to do to help him.	I saw that happen too, and it's really not okay. Seeing someone get pushed around can feel tough. One thing you could do is tell a grown-up at school, like a teacher or a counselor. They can help make sure Jake is safe and that the bullying stops. What do you think about telling a teacher about what you saw?
data/raw/hecat/MEH.pdf	28	Mental and Emotional Health	MEH	3	Accessing Information	skill	12	9-12	9	MEH3.12.9	Use valid mental and emotional health services when needed or appropriate.		anxiety	Teen feels overwhelmed with upcoming exams and hasn't been sleeping well.	I haven't slept much all week because I keep thinking about all the exams coming up and it's making me really anxious.	I can see how that would feel really tough. Missing sleep all week can make everything feel harder. It's totally normal to feel anxious about exams, but it's important to find ways to manage that stress. Have you tried setting aside some time each day to relax or do something you enjoy? Sometimes even a short break can help clear your mind.
data/raw/hecat/SH.pdf	6	Sexual Health	SH	1	Core Concepts	knowledge	8	6-8	4	SH1.8.4	Describe the relationship between the menstrual cycle and conception.	HBO 1|HBO 7|HBO 10	period_concern	the teen is confused about the timing of her period and conception	I had my period last month but I was wondering if that means I can get pregnant now or if I have to wait.	Good question! It's a bit tricky, but here's the deal: even though you had your period last month, you can still get pregnant right away. Your period is when your body is getting ready to not have a baby, but sometimes, if a baby was going to happen, it might start before your period ends. So, it's important to use protection if you don't want to get pregnant. Do you have any other questions about it?
data/raw/hecat/SH.pdf	12	Sexual Health	SH	1	Core Concepts	knowledge	12	9-12	58	SH1.12.58	Describe the importance of ‘time-alone’ between young people and the healthcare provider (e.g., doctor, nurse) to discuss sexual and reproductive health and other sensitive health topics.	HBO 4|HBO 6|HBO 7|HBO 10	healthcare_concern	The teen is worried about a healthcare visit and wants to talk to the healthcare provider privately.	I really need to talk to the doctor about stuff, but I don't want my parents to know. Can I have some alone time with them?	Absolutely, it's really important to have private time with your doctor to discuss any health concerns. They understand the need for confidentiality and will make sure you have some alone time. It's a great way to talk openly about anything you're uncomfortable sharing with your parents.
data/raw/hecat/S.pdf	4	Safety	S	1	Core Concepts	knowledge	5	3-5	16	S1.5.16	Explain why household products are harmful if ingested or inhaled.	HBO 4|HBO 5|HBO 6|HBO 8	household_accident	kid almost used cleaner as a drink	I was so thirsty and grabbed the cleaner bottle by mistake. Luckily my mom saw me and stopped me before I took a sip.	Oh no, that would have been very dangerous! It's really important to keep cleaners and other household products in a safe place where you can't reach them. Your mom was right to stop you. Those bottles are not for drinking and can make you very sick if you accidentally ingest them.
data/raw/hecat/PHW.pdf	43	Personal Health and Wellness	PHW	5	Decision-Making	skill	12	9-12	8	PHW5.12.8	Evaluate the effectiveness of personal health and wellness-related decisions.		screen_time	teen feels guilty about spending too much time on the phone	I know I've been spending way too much time on my phone and I feel like I should do something about it.	I get it, feeling like you should do something about it can be tough. It's totally normal to want to make changes when you realize you're spending a lot of time on your phone. Maybe start by setting some goals for yourself, like limiting screen time to certain hours of the day. That can help you feel more in control.
data/raw/hecat/MEH.pdf	20	Mental and Emotional Health	MEH	2	Analyzing Influences	skill	12	9-12	5	MEH2.12.5	Analyze how some health risk behaviors influence the likelihood of engaging in other unhealthy mental and emotional health practices and behaviors (e.g., how using alcohol and other drugs increase the risk of suicide and self-injury).		misunderstanding	a friend was acting weird and the sender thought it was because of something they said	My friend has been really quiet lately and I think it's because of what I said to them, but I'm not sure if that's the real reason.	It's totally understandable to feel that way. Sometimes our words can have a big impact on how someone feels, but there could be other reasons too. Maybe they're dealing with something else that's affecting their mood. It's good that you're thinking about it and wondering if you played a part. How about checking in with them and asking if they want to talk about what's going on?
data/raw/hecat/PHW.pdf	5	Personal Health and Wellness	PHW	1	Core Concepts	knowledge	5	3-5	19	PHW1.5.19	Explain how alcohol-based hand rubs and sanitizers work and when and how to properly and safely use them.	HBO 1|HBO 5|HBO 8	hygiene_concern	child forgets to use hand sanitizer after playing outside	I forgot to use hand sanitizer after playing on the swings and now I feel all dirty.	It's okay to feel that way! Playing outside can get messy, and sometimes we forget to use hand sanitizer. Your hands probably just have some dirt on them from all the fun. Next time, you can use a little hand sanitizer to make them nice and clean. It helps kill germs and keeps your hands healthy!
data/raw/hecat/AOD.pdf	13	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	5	3-5	1	AOD2.5.1	Identify how culture influences practices and behaviors related to alcohol use.		social_pressure	my best friend keeps inviting me to parties where everyone drinks and smokes stuff I don't know about	My best friend keeps inviting me to parties and everyone there is doing stuff I don't understand. I feel weird not knowing what to do.	It sounds like you're feeling a bit unsure about what's happening at these parties. Your best friend is inviting you, which means they care about you, but it's okay to feel uncomfortable when you don't understand what's going on. Remember, it's totally fine to say you're not interested in trying things you don't know about. You can always tell your friend you'd rather just hang out and have fun in a different way. What kind of activities do you usually enjoy doing with your friends?
data/raw/hecat/PA.pdf	13	Physical Activity	PA	2	Analyzing Influences	skill	5	3-5	3	PA2.5.3	Identify how community influences physical activity practices and behaviors.		peer_influence	Child notices how friends' activities affect their own choices	My friends always want to play video games together, and now I don't really feel like doing anything active anymore.	I can see how that can be a bit disappointing. Your friends are fun to hang out with, but it’s great that you’re noticing how their choices affect you. It’s okay to enjoy video games sometimes, but remember, it’s important to stay active too. Maybe you could suggest some active games like tag or hide-and-seek that you can play together. That way, you can still have fun with your friends and get some exercise at the same time!
data/raw/hecat/FN.pdf	24	Food and Nutrition	FN	3	Accessing Information	skill	8	6-8	1	FN3.8.1	Analyze the validity of nutrition information (e.g., differentiate between scientifically or medically accurate content and advertising, including sponsored content).		online_fitness_trend	teen sees questionable fitness advice online	People on TikTok keep saying you can get in shape doing some five minute workout and that sounds way too easy. I don't know if it's true though.	I get it, it does sound too good to be true! A quick five-minute workout every day could be helpful, but it's important to make sure it's balanced with a good diet and regular exercise. Have you looked into what kind of exercises they're suggesting? Sometimes short workouts can be effective if they're done consistently and combined with other healthy habits.
data/raw/hecat/FN.pdf	18	Food and Nutrition	FN	2	Analyzing Influences	skill	12	9-12	1	FN2.12.1	Explain how public health policies and guidelines influence food choices and other eating practices and behaviors.		observation	teen notices the school cafeteria has changed its menu to include more healthy options	I noticed the school cafeteria is adding more salads and fruits now. I hope it makes more people eat better.	Good catch! It's great to see the school cafeteria making those changes. Public health policies often aim to encourage healthier eating habits, and offering more salads and fruits is a big step in that direction. Hopefully, more people will start to notice and choose these options. Keep an eye out and maybe even suggest some of your favorite healthy dishes too!
data/raw/hecat/V.pdf	5	Violence Prevention	V	1	Core Concepts	knowledge	5	3-5	23	V1.5.23	Explain why it is not a child’s fault if someone touches them in an unwanted or inappropriate way.	HBO 8	unwanted_touch	a classmate touched the child in a private area without permission	I told my mom what happened today, but I still feel weird. I don't know why he did that, but it wasn't my fault, right?	It's really not your fault at all. Sometimes people do things that aren't okay, even if we don't understand why. What you did by telling your mom is very brave. She can help make sure you stay safe and figure out what to do next.
data/raw/hecat/V.pdf	36	Violence Prevention	V	5	Decision-Making	skill	2	Pre-K-2	1	V5.2.1	Identify situations that need a decision that could lead to or prevent violence.		bullying	a student is being called mean names in the hallway	I heard someone calling Billy mean names in the hallway today and he looked really sad.	I heard that can be really tough to see. It must have made you feel sad to see Billy looking so sad. When we hear mean names being called, it's important to let a grown-up know so they can help. Maybe you could tell a teacher or another trusted adult what you heard. They can talk to Billy and the kids calling the names to make sure everyone is safe and kind.
data/raw/hecat/MEH.pdf	16	Mental and Emotional Health	MEH	2	Analyzing Influences	skill	5	3-5	5	MEH2.5.5	Describe how school and community settings influence mental and emotional health practices and behaviors.		anxiety	The child feels worried about an upcoming test and the possibility of not doing well.	I can't stop thinking about the test tomorrow. What if I don't do well? Everyone else seems so calm about it.	I can see why you'd feel worried about the test. It's normal to feel a bit nervous before a big one. Lots of people feel that way, even if they don't show it. Remember, everyone has different ways of dealing with stress, and that's okay. Maybe you could try taking a few deep breaths right now to help calm your mind. And remember, doing your best is what really matters, not just getting a perfect score. How about we come up with a few fun things to do after the test to celebrate no matter what happens?
data/raw/hecat/MEH.pdf	3	Mental and Emotional Health	MEH	1	Core Concepts	knowledge	2	Pre-K-2	9	MEH1.2.9	Identify healthy ways to express affection, love, friendship, and concern.	HBO 1|HBO 2|HBO 3|HBO 7|HBO 8	friendship_conflict	The child's friend got a new phone and started ignoring them in favor of texting other friends	My friend got a new phone and now he barely talks to me. He texts all his other friends instead. It's making me feel left out.	I can see why that would make you feel left out. It can be really hard when a friend starts spending more time with others. Maybe you could try talking to your friend about how you feel? You could say something like, 'I noticed you've been texting other friends a lot lately. I miss talking to you. Can we still be friends?'
data/raw/hecat/PHW.pdf	13	Personal Health and Wellness	PHW	2	Analyzing Influences	skill	2	Pre-K-2	5	PHW2.2.5	Describe negative influences on personal health and wellness practices and behaviors.		internet_health_trend	seeing questionable health advice online	I saw this TikTok saying you can skip breakfast if you drink a protein shake. It just seems too good to be true.	I can see why that would seem too good to be true. It's important to eat breakfast because it helps give you energy to start your day! Skipping it might not be the best idea. What do you think about having a yummy breakfast like a banana with peanut butter instead?
data/raw/hecat/T.pdf	60	Tobacco-Use Prevention	T	8	Advocacy	skill	5	3-5	3	T8.5.3	Demonstrate how to persuade others to be tobacco-free.		peer_pressure	teen notices most friends have started vaping and feels excluded	Pretty much everyone in my friend group has a vape now and they're acting like I'm weird for not hitting it.	I get it, it can feel pretty weird when you’re the only one not doing something your friends are. But remember, just because everyone else is trying it doesn’t mean you have to. You can still be part of the group and show them that there are other fun things to do too. Maybe suggest some activities you enjoy that don’t involve vaping. That way, you can hang out and have fun without feeling left out.
data/raw/hecat/AOD.pdf	29	Alcohol and Other Drug-Use Prevention	AOD	4	Interpersonal Communication	skill	5	3-5	1	AOD4.5.1	Demonstrate effective verbal and nonverbal communication skills to avoid taking someone else’s prescription medication.		conflict_with_friend	my friend tried to give me some of her medicine from her dad's medicine cabinet and got mad when I said no.	My friend tried to give me her dad's medicine but I said no and now we're not talking.	I can see why that would make things tricky. It's really important to say no if you don't want to take someone else's medicine. Your friend might be upset because they wanted to share, but it's always okay to make choices that feel right for you. Maybe you could try talking to them and explain why you said no. Sometimes, just explaining your thoughts can help friends understand better.
data/raw/hecat/SH.pdf	4	Sexual Health	SH	1	Core Concepts	knowledge	5	3-5	21	SH1.5.21	Explain that HIV is not easily transmitted like other common infectious diseases. (HBO 3) ﻿Knowledge Expectations Grades 3-5 2021 HECAT: Module SH SH-5 Students will comprehend concepts related to health promotion and disease prevention. to promote sexual health. expectation addressed in the curriculum.	HBO 3	misinformation	A friend told the teen that HIV spreads easily and you can get it just by touching someone.	My friend keeps saying HIV is super contagious and you can catch it just by touching people, but I don't think that's right.	Good catch! It's important to know that HIV isn't as easily spread as some people think. You can't get HIV just by touching someone. HIV is mainly spread through specific body fluids like blood, semen, and vaginal fluids. It's good that you're thinking about this and checking if what you hear is true.
data/raw/hecat/AOD.pdf	5	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	8	6-8	10	AOD1.8.10	Explain the potential effects of mixing any type of medication or drug with another (sometimes called poly-drug use).	HBO 2|HBO 3|HBO 4	confusion_after_use	my friend tried some cough syrup and said it made him feel weird, but he wasn't sure if it was because of the medicine or something else he took that day.	My friend took some cough syrup and said he felt really weird, but he’s not sure if it was from the medicine or something else he had that day. I’m confused too.	I can see why you're confused. It's not always easy to tell if a weird feeling is from the cough syrup or something else you might have done that day. Cough syrup can sometimes make people feel drowsy or a bit strange, but it's also possible that other stuff you both did could have mixed effects. It's good you're thinking about this carefully. Maybe you could talk to your friend about what else he tried that day to help figure it out?
data/raw/hecat/SH.pdf	11	Sexual Health	SH	1	Core Concepts	knowledge	12	9-12	31	SH1.12.31	Explain how to receive consent and accept a lack or retraction of consent.	HBO 2|HBO 4|HBO 6|HBO 7|HBO 9	consent_confusion	The teen is confused about a situation where a friend tried to kiss them but they weren't comfortable with it.	My friend kept asking if they could kiss me, but I wasn't sure if I should say yes or not. Now I feel weird about it.	I can see why you'd feel that way. It's really important to make sure both people are comfortable and give clear consent. If you weren't sure if you wanted to kiss them, it's totally okay to say no or just wait until you both feel ready. Remember, it's all about respecting each other's boundaries and feelings.
data/raw/hecat/S.pdf	18	Safety	S	2	Analyzing Influences	skill	12	9-12	3	S2.12.3	Analyze how peers and perceptions of norms influence safety and injury prevention practices and behaviors.		peer_pressure	friend encourages the teen to skip wearing a helmet while skateboarding	My friend kept saying I didn't need my helmet because everyone else was skateboarding without one, but I still put it on because I don't want to get hurt.	It's great that you're thinking about your safety! Even if others aren't wearing helmets, it's important to prioritize your own protection. Helmets can really make a difference in preventing serious injuries. Your friend might not realize how risky it is, but you’re doing the right thing by wearing yours.
data/raw/hecat/FN.pdf	66	Food and Nutrition	FN	8	Advocacy	skill	12	9-12	5	FN8.12.5	Encourage school and community environments to promote healthy eating patterns and behaviors.		sedentary_lifestyle	teen notices the variety of unhealthy snacks around and how they are easily accessible	There are so many snacks in the house that aren't that good for you, and it’s so easy to just grab them instead of making something healthier.	I totally get how that can be a challenge. With so many snacks around, it's easy to reach for the quick, not-so-healthy options. But remember, you can still make healthier choices even when there are lots of tempting snacks around. Maybe you could try keeping some fresh fruit or veggies in the fridge for a quick, healthy snack. That way, when you're hungry, you have a great option ready to go!
data/raw/hecat/SH.pdf	30	Sexual Health	SH	3	Accessing Information	skill	12	9-12	6	SH3.12.6	Determine the accessibility of valid sexual and reproductive healthcare services.		healthcare_concern	the teen is worried about their parents finding out about a healthcare visit	I need to talk to a doctor about something private, but I don't want my parents to know about it.	I get why you’d want to keep this private. It’s totally normal to feel that way. Many teens feel the same way when they have private health concerns. Have you thought about talking to a trusted adult, like a school counselor, who can help you find a doctor’s appointment without your parents knowing? That way, you can get the care you need while keeping things confidential.
data/raw/hecat/FN.pdf	18	Food and Nutrition	FN	2	Analyzing Influences	skill	12	9-12	2	FN2.12.2	Analyze how culture supports and challenges beliefs, practices, and behaviors related to food and beverage choices.		family_influence	teen notices how family meals often revolve around fast food	Every time we have a family dinner, it's like we're all just ordering pizza or burgers. It's kind of hard to think about eating healthy when that's what we do all the time.	I can see how that can feel a bit limiting. It's great that you're noticing this and thinking about healthier options. Maybe you could suggest a new recipe or two for the next family dinner? That way, you can introduce everyone to some new, healthy foods while still having a fun family meal together.
data/raw/hecat/AOD.pdf	8	Alcohol and Other Drug-Use Prevention	AOD	1	Core Concepts	knowledge	12	9-12	19	AOD1.12.19	Summarize long-term health benefits of abstaining from or discontinuing alcohol use.	HBO 3|HBO 7	confusion_after_use	my friend tried a sip of my dad's beer and is confused about the health risks	My friend had a sip of my dad's beer and now they're telling me it's bad for you, but I don't get why. Can you explain it to me?	Good catch, it can be confusing! When people drink alcohol, especially in small amounts like a sip, their body can react in different ways. Over time, regular alcohol use can lead to serious health issues like liver problems, brain damage, and an increased risk of certain cancers. That's why it's important to understand the long-term risks, even from just a small amount. It's great that your friend is curious and asking questions!
data/raw/hecat/PHW.pdf	2	Personal Health and Wellness	PHW	1	Core Concepts	knowledge	5	3-5	1	PHW1.5.1	would represent Personal Health and Wellness, standard 1, grade span 3-5, knowledge expectation item 1. Directions for Standard 1 1. Review the knowledge expectations (pages PHW-3 through PHW-10). 2. Decide if any of the knowledge expectations need to be deleted or modified or if any additional expectations should be added to meet the needs of the community or to conform to the curriculum requirements of the state or school district. Review other standards before making changes to the knowledge expectations in Standard 1. Some rele vant knowledge expectations may be reflected in the skill expectations in Standards 2-8, and some might be found in other health topic modules. Look in other related topic modules for those that might be edited and added to the list of expecta tions for this topic. 3. Read the curriculum to become familiar with its content, the information provided for students, and the methods used to convey information and knowledge content. 4. Place a check in the box next to each knowledge expectation that is addressed by the curriculum and determine the Knowledge Expectations Coverage Score. Important-a knowledge expectation is “addressed” if there is sufficient information provided in the curriculum for students to be able to demonstrate understanding of this concept. Some knowledge expectations might require more evidence than others. 5. Transfer the Knowledge Expectations Coverage Score to the appropriate line on the Overall Summary Form (Chapter 3). 6. Record notes to justify scores and to inform group discussions and curriculum decisions. 7. Analyze Standard 1 for each curriculum being reviewed. If the curriculum addresses more than one grade span, complete a separate analysis of Standard 1 for each span. 8. Complete a separate Overall Summary Form for each curriculum and grade span. Instructions for Standards 2-8 are provided on page PHW-12. ﻿Knowledge Expectations Grades Pre-K-2 2021 HECAT: Module PHW PHW-3 Standard 1 Students will comprehend concepts related to health promotion and disease prevention. for promoting personal health and wellness. related knowledge expectation addressed in the curriculum.		screen_time	child feels their eyes are hurting from looking at screens all day	My eyes feel all funny and sore from looking at my tablet all day for school and playing games. I think I need to take more breaks.	I can see why your eyes might feel funny and sore after looking at your tablet all day. It's great that you're thinking about taking more breaks! Looking at screens for a long time can make our eyes tired. Try to take short breaks every 20 minutes or so to look at something far away and give your eyes a rest. Maybe you can use this time to stretch or do a quick activity that doesn't involve screens. Your eyes will thank you!
data/raw/hecat/S.pdf	50	Safety	S	6	Goal Setting	skill	12	9-12	3	S6.12.3	Assess the barriers to achieving a personal goal to avoid or reduce injury.		risky_behavior	teen feels pressured to drink at a party	I really wanted to go to the party but my friends kept pressuring me to drink, and now I’m not sure if I should go.	I can see why you'd feel conflicted. It's totally normal to want to spend time with friends, but also to worry about making safe choices. Have you thought about how you might handle the situation if you decide to go? Maybe setting a limit for yourself or finding non-alcoholic drinks could help you feel more comfortable.
data/raw/hecat/MEH.pdf	28	Mental and Emotional Health	MEH	3	Accessing Information	skill	12	9-12	6	MEH3.12.6	Determine the accessibility of valid mental and emotional health services.		anxiety	Teen experiences anxiety about upcoming exams	I've been stressing out so much about the exams next week that I've been having trouble sleeping.	Seeing that happen can really take a toll on your sleep. It's totally normal to feel anxious before exams. How about trying to set aside some time to relax each night? Maybe read a book or listen to some calming music before bed. That might help you wind down a bit.
data/raw/hecat/V.pdf	6	Violence Prevention	V	1	Core Concepts	knowledge	8	6-8	15	V1.8.15	Describe how the presence of weapons increases the risk of serious violent injuries.	HBO 4|HBO 5|HBO 6	weapon_concern	a student saw a picture of a knife in their school group chat	Somebody posted a picture of a knife in our school group chat and everyone is talking about it like it’s a big deal.	Seeing a picture of a knife in the group chat can definitely feel concerning. It’s good that everyone is taking it seriously. Even though it’s just a picture, it can make people feel nervous, especially if they’ve seen violence or weapons before. If you or anyone else feels scared, it’s important to tell a trusted adult like a teacher or a counselor. They can help make sure everyone stays safe.
data/raw/hecat/V.pdf	6	Violence Prevention	V	1	Core Concepts	knowledge	8	6-8	11	V1.8.11	Describe examples of prosocial behaviors (e.g., using nonviolent conflict resolution, helping others, being respectful of others, and cooperation) that help prevent violence.	HBO 1|HBO 3|HBO 4	fight_aftermath	Two students got into a fight at school and the whole class is divided about it	I don't know what to do. Some people think one guy started it, but I think it was a mix-up. We should just talk it out instead of fighting.	Seeing how the whole class is divided about it can be tough. It's great that you think talking it out could help. Sometimes misunderstandings happen, and having a calm conversation can clear things up. Maybe you could suggest a time for everyone to sit down and share their perspectives without blaming each other. That way, everyone can express how they feel and maybe find a way to move forward without more fighting.
data/raw/hecat/SH.pdf	3	Sexual Health	SH	1	Core Concepts	knowledge	2	Pre-K-2	5	SH1.2.5	Explain why it is wrong to tease or bully others based on personal characteristics (e.g., sex, race, ethnicity, culture, sexual orientation, appearance, abilities, mannerisms, the way one dresses or acts).	HBO 3	bullying	a classmate made fun of someone for having a different body shape	My friend made fun of another kid for being a different size and it just feels wrong, you know?	I can see why that would feel wrong. It's not okay to make fun of someone because they look different. Everyone is special in their own way, and we should be kind to everyone, no matter what they look like. What can we do to help the person who was teased feel better?
data/raw/hecat/MEH.pdf	18	Mental and Emotional Health	MEH	2	Analyzing Influences	skill	8	6-8	7	MEH2.8.7	Analyze how family and culture influence mental and emotional health practices and behaviors.		family_conflict	The young person's parents have been arguing a lot lately, making it hard to focus on homework.	My parents have been fighting all the time and it's making it really hard to do my homework and pay attention in class.	I can see how that would be super tough. Fighting at home can really distract you and make it hard to concentrate. It’s important to take care of yourself during times like these. Maybe try setting aside a quiet spot to do your homework when you can focus best, or talk to a teacher about needing a bit more time to get things done. How are you feeling about all of this?
