source_file	pdf_page	module	module_code	standard_number	standard_name	expectation_type	grade_code	grade_span	item_number	code	expectation	hbo_codes	generated_question	appropriate_answer
data/raw/hecat/PA.pdf	57	Physical Activity	PA	7	Self-Management	skill	12	9-12	2	PA7.12.2	Evaluate personal practices and behaviors that reduce or prevent sedentary behavior.		After school I sit for hours playing video games with my best friend, and I feel tired. I want to start a 5-minute walk or stretch break every 30 minutes to cut down on sitting. How do I talk to my mom and my friend about trying this safely at home and making it last?	"That’s a great idea. Short movement breaks can reduce fatigue, improve focus, and help you feel steadier during long gaming sessions. Here’s a practical, kid-friendly plan to talk with your mom and your best friend and make it work over time.

Step 1: Decide what you’re trying
- Goal: add a 5-minute move every 30 minutes of gaming to cut down on sitting.
- Activity options: a quick stretch, a short walk around the room or outside if possible, or a few bodyweight moves (like squats or arm circles).
- Trial length: commit to trying it for two weeks and then review how it felt.

Step 2: How to talk with your mom
- Find a calm moment and share what you’ve noticed: I’ve been getting sleepy and unfocused after long gaming sessions. I want to try short movement breaks to feel better and stay sharper.
- Use I-statements: I’d like to start a 2-week plan of moving for 5 minutes every 30 minutes. I’ll set and reset a timer so we stay on track.
- Propose specifics: breaks start after a 30-minute block, I’ll lead the timer and keep breaks to 5 minutes. If homework or meals get affected, we can adjust the timing.
- Invite feedback: What do you think? Are there times when the plan would be hard, and how could we tweak it?

Step 3: How to talk with your friend
- Share the benefit: breaks can help us stay energized and enjoy the game longer without getting tired.
- Suggest doing it together: we pause every 30 minutes for a 5-minute move. We can pick quick stretches or a tiny walk, whatever fits our space.
- Make it easy to start: we’ll use a timer so it’s consistent, and we agree on what counts as a break.
- Be flexible: if a game moment needs a longer break, we can decide together at the moment.

Step 4: How to make it last
- Set clear reminders: use a timer on your phone/computer or a wall timer next to the setup.
- Tie it to routines: link breaks to something you already do, like refilling a water bottle or grabbing a snack, so it becomes automatic.
- Track progress: keep a simple chart or checklist for two weeks and celebrate small wins when you keep the breaks.
- Solve problems together: if you miss a break, talk about what happened and adjust the plan instead of giving up.

Safety and boundaries
- If you feel dizzy, nauseous, or unwell, stop and tell a trusted adult.
- It’s okay to adjust the plan if it creates stress or arguments. The point is safer, healthier habits, not perfection.

Sample messages you can use
- To mom: I’d like to try a two-week plan to move for 5 minutes every 30 minutes during after-school gaming. I’ll set a timer and keep breaks short. Can we try it and tweak if needed?
- To friend: Do you want to try a two-week break plan while we game? Every 30 minutes we take a 5-minute movement break. We can customize the moves and use a timer so we’re consistent. Let me know what you think.

Two-week starter schedule (simple version)
- Start with a timer set for 30-minute blocks during a gaming session.
- When the timer rings, take a 5-minute movement break (stretch, walk, etc.). Reset the timer and continue.
- Review after two weeks: what felt good, what was hard, and what we want to adjust.

If you want, tell me your after-school schedule and the kind of space you have at home, and I’ll tailor the plan and sample texts even more. You’re taking an important step toward evaluating and changing your own habits, and that’s something to be proud of."
data/raw/hecat/FN.pdf	7	Food and Nutrition	FN	1	Core Concepts	knowledge	8	6-8	18	FN1.8.18	Explain how to select nutrient-dense foods when dining out.	HBO 7|HBO 8|HBO 9|HBO 11|HBO 12	After soccer practice, my family and I are eating out at a casual restaurant. I want to choose something that has lots of nutrients, but I’m not sure how to tell which menu items are nutrient-dense. What tips can I use to choose nutrient-dense foods when dining out?	"Great question! After soccer practice, you can pick foods that give your body protein to help muscles recover, carbs to refill energy, and lots of nutrients from veggies and fruit. Here are easy, kid-friendly tips for choosing nutrient-dense options when dining out:

- Look for cooking methods that are healthier: choose items that are grilled, baked, steamed, or roasted instead of fried.
- Pick a good source of protein: grilled chicken or turkey, fish, beans, or tofu are solid choices.
- Choose whole grains or fiber-rich starches: brown rice, quinoa, whole-wheat pasta, or whole-grain bread are better than white rice or regular white bread.
- Load up on vegetables and fruits: aim for half your plate to be vegetables or a side salad, plus a fruit option if available.
- Be mindful of sauces and sides: ask for sauces on the side, use dressings sparingly, and skip creamy sauces or cheese-heavy toppings when you can.
- Build a balanced plate: think half the plate vegetables/fruit, about a quarter protein, and a quarter whole grains.
- Pick healthier drinks: water or unsweetened beverages (like unsweetened tea or milk) instead of soda or fancy drinks.
- Mind portion sizes: restaurant portions can be big—consider sharing a dish or saving half for later.

If you’re unsure, it’s okay to ask the server questions like, ""Is this grilled instead of fried? Is the sauce on the side? Could I have veggies instead of fries?"" Trying to customize is a smart move. A good post-practice option might be grilled chicken with brown rice and extra vegetables, or a bean and veggie bowl with whole grains and salsa—these give you both protein and nutrients to help you recover.

Remember the goal: nutrient-dense foods give you energy, help your muscles recover, and support your growing body. You’ve got this!"
data/raw/hecat/T.pdf	24	Tobacco-Use Prevention	T	3	Accessing Information	skill	12	9-12	7	T3.12.7	Use resources that provide valid tobacco-related prevention and cessation information.		My best friend started vaping after school to fit in, and I’m worried about them. What reliable websites or hotlines with valid tobacco-prevention and quitting info can I use to help, and how should I talk to them without making them feel judged?	"You’re doing something really important by looking for trustworthy information and thinking about how to support your friend. Vaping among teens is common, especially when there’s peer pressure, but nicotine can affect teen brain development and lung health. The resources below are reliable, teen-focused, and designed to help with both prevention and quitting. You can check them out together with your friend if they’re open to it.

Trusted teen resources for tobacco prevention and quitting:
- My Life, My Quit: https://www.mylifemyquit.org/
  A teen-focused quit program with options to chat or text and to build a personalized quit plan.
- Smokefree Teen (National Cancer Institute): https://teen.smokefree.gov/
  Teen-friendly information about vaping risks, nicotine, and steps to quit, plus interactive tools to create a quit plan.
- CDC – Youth and Tobacco Use: https://www.cdc.gov/tobacco/basic_information/youth/index.htm
  Clear facts about teens and vaping, plus tips for talking with peers and staying healthy.
- FDA Be Tobacco Free: https://www.fda.gov/tobacco-products/education-outreach/be-tobacco-free
  Evidence-based information for teens and families, including tips on how to talk about tobacco and quitting.
- Truth Initiative (general resources and teen-focused content): https://truthinitiative.org/
  Research-based guidance for teens and parents about vaping and staying tobacco-free; includes teen quit resources.
- NIDA for Teens: https://teens.drugabuse.gov/
  Information about nicotine addiction and how vaping can affect the body, plus tips for conversations with friends.

Hotlines and direct-help options:
- National Quitline: 1-800-QUIT-NOW (1-800-784-8669)
  Free support to quit tobacco; primarily used by adults, but counselors can guide teens to teen-friendly resources or local help. If you’re under 18, you can also start by using teen-focused tools above and talking to a trusted adult.
- My Life, My Quit also offers teen-friendly chat/text options if your friend wants to talk to someone right away online or by phone.

How to talk to your friend without it feeling judgmental:
1) Start with care and curiosity. Use I-statements. Example: ""Hey, I’ve been worried about you lately because I care about you and I want you to be healthy."" 
2) Focus on concerns, not commands. Ask open questions: ""What’s been hard about fitting in at school lately?"" or ""What do you like about vaping?"" 
3) Acknowledge pressure and normalize their feelings. Say: ""It’s totally normal to feel pressured when friends vape, but nicotine is really addictive and not great for teens."" 
4) Share the resources calmly. Offer to explore them together: ""Would you want to look at some reliable information or talk to someone who can help with quitting? We can do that together."" 
5) Keep the door open. Let them know you’re there to support, not judge: ""I’m here for you no matter what you decide. If you ever want to quit or just talk, I’m with you."" 
6) Set boundaries if needed. If they ask you to join, say you’re not comfortable with vaping, but you’ll support them in quitting. If they’re at risk or you’re worried about their safety, involve a trusted adult or school counselor.

If you’d like, I can help you tailor a short, teen-friendly conversation plan or help you pick one or two online resources to start with. Remember, your care and non-judgmental support can make a big difference for your friend, and it’s okay to reach out to a trusted adult together if you’re ever worried about their health or safety."
data/raw/hecat/FN.pdf	48	Food and Nutrition	FN	6	Goal Setting	skill	8	6-8	1	FN6.8.1	Assess personal eating practices.		At lunch I usually grab a sandwich and chips, and I feel like I’m not getting enough veggies. How can I honestly assess my own eating to see if I’m balanced, and what small changes could I try this week to eat more fruits and vegetables?	"Great question. It’s smart to check how you’re eating and to make small, doable changes. Here’s a kid-friendly way to honestly assess your eating and some easy ideas to eat more fruits and vegetables this week.

How to honestly assess your eating practices:
- Use a simple plate idea: aim to fill half your plate with fruits and vegetables, with the rest including a source of protein and a grain. Water is your drink most of the time.
- Do a quick, 3-day check: each day, answer these yes/no questions:
  - Did I have at least one fruit today?
  - Did I have at least one serving of vegetables today?
  - Did I drink water most of the day (instead of sugary drinks)?
  - Was most of what I ate closer to whole foods (fruits, veggies, whole grains) than ultra-processed snacks?
- Keep a tiny log: write one short line each day like: ""Lunch: sandwich with lettuce and tomato; Fruit: apple; Snack: carrot sticks; Drink: water.""
- Use what you learned to plan small tweaks next week instead of trying to change everything at once.

Small, doable changes you can try this week (pick 1–2 to start, then add more):
1) Add veggies to your sandwich: put lettuce, tomato, cucumber, or bell pepper on your sandwich. 
2) Add a fruit with lunch or as a snack: apple, banana, berries, orange slices, or a grape cup.
3) Snack on veggie sticks: carrot sticks, cucumber slices, or bell pepper strips with a light dip (like hummus or yogurt).
4) Swap chips for veggies at least once: veggie sticks or a small salad instead of chips.
5) Have fruit with breakfast: berries in yogurt, sliced banana on toast, or a fruit smoothie.
6) Drink water most of the day: carry a bottle and refill it; try to limit sugary drinks.
7) Make your plate colorful: aim to include at least three different colors of fruits/vegetables at one meal.

Example easy plan for the week:
- Monday: add lettuce to your sandwich; have fruit with lunch.
- Tuesday: veggie sticks with a light dip for a snack; water instead of soda.
- Wednesday: fruit with breakfast; add cucumber slices to your lunch.
- Thursday: swap chips for carrot sticks; have a fruit cup after school.
- Friday: try a small salad on the side of your lunch; try a new fruit.
- Saturday/Sunday: prep a bunch of veggie sticks and wash fruit so they’re easy to grab.

Tips to make it easier:
- Prep ahead: wash and cut veggies on one day; portion them in small containers.
- Keep fruits visible: keep a bowl of fruit on the counter or packed in your backpack.
- If you don’t love a veggie raw, try roasting, steaming, or adding a little olive oil and salt to bring out flavor.

If you ever feel unsure about what to eat or you have allergies or restrictions, talk with a trusted adult (parent, guardian, teacher, or school nurse). Small, steady changes add up to bigger balance over time, and you’re already taking a great step by thinking about it today."
data/raw/hecat/V.pdf	62	Violence Prevention	V	8	Advocacy	skill	5	3-5	1	V8.5.1	Give factual information to others to prevent violence.		During gym I saw two kids shoving each other and yelling. My friend says we should just tell a teacher later, but I want to help stop it right now. What safe and simple thing can I say or do to prevent the fight and keep everyone safe?	You're showing care by wanting to help. Here are safe, simple steps you can use right now:\n- Step 1: Create space and stay calm. Back away a little so you aren’t in the middle of the shoving. Keep your hands open to show you’re not attacking.\n- Step 2: Speak in a calm, clear voice. Say: Stop. We don’t push or hit. This isn’t okay. If they don’t listen, tell them you are going to tell a teacher.\n- Step 3: Get help from a trusted adult. Go to a coach, teacher, or gym supervisor and tell them what you saw and that you’re worried someone could get hurt.\n- Step 4: If someone is hurt or you feel unsafe, tell the adult right away or ask for help immediately.\n- Step 5: After the moment, talk with a trusted grown-up about what happened and what you can do next time.\n\nWhy this helps: People may fight when upset, but shoving and yelling can hurt someone. Using calm words, giving space, and getting an adult helps stop the fight without making things worse.
data/raw/hecat/MEH.pdf	28	Mental and Emotional Health	MEH	3	Accessing Information	skill	12	9-12	9	MEH3.12.9	Use valid mental and emotional health services when needed or appropriate.		During online class, my best friend has been really quiet and says they feel overwhelmed, and they asked me not to tell anyone. I think they need help, and I want to talk to our school counselor to get them support, but I’m worried about breaking their trust. How should I bring it up and what should I tell the counselor?	"I’m really glad you reached out. Wanting to help a friend while protecting their trust is a sign of real care. Here are some steps you can take that fit with mental and emotional health support for students your age:

1) Talk to your friend in a calm, private moment. Use I statements like, I’ve noticed you’ve seemed overwhelmed lately and I care about you. I want to help you get support without making you uncomfortable. If they don’t want you to tell anyone, acknowledge that, but share that you want to involve someone who can support them. You can say you’ll check in and that you’re here for them.

2) If they’re not ready to talk to a counselor, you can still talk to the school counselor yourself to get guidance. When you meet with the counselor, say something like, I’m worried about a friend who is overwhelmed and asked me not to tell anyone, but I want to make sure they have support. What are the limits of confidentiality, and what information should I share? Ask what steps we can take and what resources are available.

3) Be clear about confidentiality and safety. A school counselor can usually keep conversations confidential, but there are safety rules if someone might hurt themselves or others. If your friend talks about harming themselves, feeling they might hurt someone, or you’re worried about immediate danger, tell a trusted adult right away or contact emergency services.

4) If you and the counselor decide it’s appropriate, the counselor may meet with you and your friend together, or share strategies for coping with stress, sleep, study habits, or how to ask for help. You can also ask the counselor for resources for your friend and for you.

5) Support your friend after you’ve talked to the counselor. Check in with kindness, invite them to safe activities, and remind them they aren’t alone. Don’t pressure them to share more than they want, but let them know you’re there and you’ll help them access support.

6) Also take care of yourself. It can be hard to carry someone else’s worry. Talk with a trusted adult about what you’re experiencing and set healthy boundaries so you can stay supported too.

If you’re in the United States, you can also reach out to a crisis line at 988 for immediate support. If you’re elsewhere, ask a school counselor or trusted adult for your local mental health helpline. In any emergency, call your local emergency number.

If you’d like, I can help you draft what to say to your friend or to the counselor. You’re taking a brave step by trying to help your friend, and you’re not alone."
data/raw/hecat/SH.pdf	6	Sexual Health	SH	1	Core Concepts	knowledge	8	6-8	4	SH1.8.4	Describe the relationship between the menstrual cycle and conception.	HBO 1|HBO 7|HBO 10	In health class today we learned about the menstrual cycle and conception, and my friend asked me after school: if someone has a 28-day cycle, could conception happen on days other than day 14, or is it only around that middle day? I want to explain it to him for our project but I’m not sure how the days line up with ovulation.	"Great question. In a typical 28‑day cycle, ovulation—the release of an egg—usually happens around day 14, but it isn’t the same for everyone and can move a day or two earlier or later. Because of that, conception isn’t limited to day 14. The fertile window—the days when pregnancy is most likely—is roughly days 9 through 15 for many people with a 28‑day cycle, with the peak around days 12–14. Sperm can live inside the body for up to about 5 days, and an egg survives about 24 hours after it’s released, so intercourse a few days before ovulation or on the day after can still lead to pregnancy. If the cycle is longer or shorter, the fertile window shifts a bit (for example, a 30‑day cycle might have a fertile window around days 11–17).

Bottom line: conception tends to happen when a sperm meets an egg near the time of ovulation, not just on day 14. Day 14 is a helpful guideline, but timing can vary from person to person and month to month.

If you’re explaining this for a project, you can say: the menstrual cycle has phases, the egg is released during ovulation, and if sperm are present at that time, fertilization can occur. If no fertilization happens, the uterus lining sheds and the next period starts. If you have more questions, it’s totally okay to talk to a trusted adult or health teacher about puberty and reproductive health."
data/raw/hecat/SH.pdf	12	Sexual Health	SH	1	Core Concepts	knowledge	12	9-12	58	SH1.12.58	Describe the importance of ‘time-alone’ between young people and the healthcare provider (e.g., doctor, nurse) to discuss sexual and reproductive health and other sensitive health topics.	HBO 4|HBO 6|HBO 7|HBO 10	I'm a 15-year-old and I have a doctor's visit coming up, with my mom in the waiting room. I want to ask about puberty and birth-control, but I'm worried she'll hear everything. How can I ask the doctor to talk to me alone for a few minutes, and why is time-alone with a healthcare provider important for talking about sexual health and other sensitive topics?	"It's really healthy that you're thinking ahead about what you want to talk about. You deserve privacy with your healthcare provider, and time alone can help you get accurate information and ask the questions that matter to you. Here’s how to handle it and why it’s important.

Why time-alone with a provider matters
- Privacy helps you speak honestly about puberty, birth control, and other sensitive topics without worrying about your parent hearing everything.
- Doctors can share information and explain options in a way that fits you, your needs, and your values.
- It builds trust and helps you become more independent in taking care of your health.
- Some topics, like sexual health or contraception, are personal. Having private time makes it easier to ask questions you might feel shy about.
- The provider can check what you know, correct myths, and make sure you understand how to stay safe and healthy.

How to ask for private time and what to expect
- Step 1: Tell the staff or nurse when you arrive that you’d like a few minutes alone with the doctor to talk about puberty and birth control, and ask if your mom can wait in the lobby.
- Step 2: The doctor or nurse will usually check in with you and may say they’ll have private time with you during the visit. They might ask for your preference to speak alone for part of the visit.
- Step 3: In private time, you can ask questions like: What are puberty changes I should expect? What birth control options would work for me, and how do they work? What are possible side effects? How effective are they, and what about STI protection?
- Step 4: If you’re not ready to talk about everything yet, you can still have the private time for part of the visit and bring up other questions later.
- Step 5: After the private time, the doctor will join you (and may bring your parent back in) to discuss what was talked about, answer any remaining questions, and plan next steps.

What to know about confidentiality
- In many places, doctors talk with minors privately about puberty, contraception, and other sensitive topics. The goal is to support your health and safety.
- The doctor will explain what information stays confidential with you and what would be shared with a parent or guardian, and why. If there are safety concerns, the doctor will explain how that changes what information is shared.
- If you ever feel uncomfortable or unsure about privacy, you can ask for private time again at future visits or bring a trusted adult you’re comfortable with into the room for parts of the visit.

Tips to prepare
- Write down your top questions in advance (puberty changes you’re noticing, birth control options, how to use them, how to talk about it with partners).
- Think about what you want the doctor to address first during private time.
- If you have concerns about confidentiality, you can ask the doctor to explain how privacy works in your area and at your clinic.

You’re taking a responsible step by planning this. A trusted doctor wants to help you understand your body, your options, and how to stay healthy—while respecting your privacy and comfort. If you ever feel unsure, it’s perfectly fine to ask for private time again or to bring a supportive adult you trust into the conversation later."
data/raw/hecat/S.pdf	4	Safety	S	1	Core Concepts	knowledge	5	3-5	16	S1.5.16	Explain why household products are harmful if ingested or inhaled.	HBO 4|HBO 5|HBO 6|HBO 8	At snack time my friend picked up a bottle of cleaner and said we should sniff it to see what it smells like. Why is inhaling it bad, and what should I tell them to do instead?	"Great question. Inhaling fumes from cleaners is not safe. The chemicals in household cleaners are not meant to go into our bodies. When you breathe in the fumes, they go into your nose, throat, and lungs and can cause coughing, a sore throat, dizziness, headaches, or an upset stomach. Some cleaners can be poisonous if breathed in or swallowed, and in some cases can make it hard to breathe. That’s why it’s not safe to sniff or inhale cleaners. 

What to tell your friend: You can say, 'I don’t think it’s safe to sniff that. It could hurt us. Let’s put the bottle back and ask a grown‑up to help.' Then move away from the bottle and stay with a safe activity. 

What to do instead: If you want to smell something, only do it with something safe and with a grown‑up’s okay—like smelling a lemon slice or a flower outside, or just enjoy fresh air. And always keep cleaners stored out of reach and away from snack time. If anyone feels dizzy, sick, or has trouble breathing, tell a trusted adult right away."
data/raw/hecat/PHW.pdf	43	Personal Health and Wellness	PHW	5	Decision-Making	skill	12	9-12	8	PHW5.12.8	Evaluate the effectiveness of personal health and wellness-related decisions.		Last week my friend started drinking a 'detox' smoothie they found online to boost energy and help with weight, and I’m worried it might not be safe. How can I evaluate whether this health decision is actually good for them, and what safer, proven options should I suggest instead?	"It's really thoughtful of you to be worried and to want to help your friend make safer choices. Detox smoothies advertised online can be appealing, but they aren’t proven to be safe or effective for energy or weight, especially for teens. Here’s a developmentally appropriate way to evaluate the claim and some safer, proven options you can suggest.

How to evaluate the decision
1) Clarify the claim: Ask what exactly is in the smoothie and what they’re hoping it will do (more energy, faster weight loss, etc.). Check if there are bold promises like “detox leads to quick weight loss.”
2) Check safety: Look for ingredients that could be risky (laxatives, diuretics, very high caffeine, or enormous portions) and whether it replaces meals. Is there information about side effects or who should avoid it (e.g., people with health conditions or teens)?
3) Look for evidence: See if reputable health sources have information about detoxes or the specific ingredients. Do guidelines from trusted organizations (like health departments, NIH, or pediatric associations) warn against detox diets or emphasize balanced eating instead?
4) Consider risks and benefits: Think about short-term effects (stomach upset, dehydration, imbalanced minerals) and long-term effects (nutrient gaps, unhealthy weight changes). If there are warnings or no solid evidence, that’s a red flag.
5) Decide and plan: If the pros aren’t clear and risks exist, it’s safer to skip the detox and choose proven approaches. If they still want to try something, do so with supervision from a trusted adult or health professional.

Safer, proven options to support energy and healthy weight
- Eat a balanced pattern: include a variety of fruits and vegetables, whole grains, lean proteins, and healthy fats at meals and snacks.
- Stay hydrated with water most of the day; limit sugary drinks and avoid caffeinated products late in the day.
- Prioritize sleep: aim for about 8–10 hours per night, since sleep strongly affects energy and mood.
- Move in enjoyable ways: regular physical activity (like walking, biking, team sports, dancing) supports energy and a healthy weight.
- Eat regularly: don’t skip meals; a steady intake helps energy and mood. If weight is a concern, work with a healthcare professional or registered dietitian who can tailor advice to teens.
- Be cautious with supplements or “detox” products: many are not regulated and can be unsafe. Talk to a trusted adult or clinician before trying anything new.

What you can say to your friend
- “I’m worried this detox smoothie might not be safe or give lasting energy. Could we look at what’s in it together and check reliable sources?”
- “If you’re trying to feel better or manage weight, there are safer, proven options like balanced meals, regular activity, and good sleep. Maybe we can talk to a school nurse or a pediatrician about goals.”

If you notice red flags (fever, severe stomach pain, vomiting, dehydration, dizziness, fainting, or if they’re using laxatives/diuretics), encourage them to talk to a trusted adult or healthcare professional right away.

You can’t control your friend’s choices, but you can be supportive by sharing credible information, encouraging safer habits, and suggesting a convo with a trusted adult if concerns persist."
data/raw/hecat/MEH.pdf	20	Mental and Emotional Health	MEH	2	Analyzing Influences	skill	12	9-12	5	MEH2.12.5	Analyze how some health risk behaviors influence the likelihood of engaging in other unhealthy mental and emotional health practices and behaviors (e.g., how using alcohol and other drugs increase the risk of suicide and self-injury).		A close friend of mine started drinking after we had a big argument, and they keep saying they feel overwhelmed. I'm worried this could lead to self-harm or worse. How does drinking affect the risk of suicide or self-injury, and what should I do to help keep them safe?	"I’m glad you’re asking this. It shows you care about your friend, and that’s really important. Here’s how drinking can be linked to higher risk for self-harm or suicide, and what you can do to help keep your friend safer.

How drinking affects risk
- Alcohol can make painful feelings feel bigger and harder to manage. It can dull your friend’s ability to think clearly and cope with problems, which can lead to risky choices when they’re overwhelmed.
- It often increases impulsivity, meaning they might act on thoughts they have while drinking rather than waiting to discuss them when they’re sober.
- Drinking can worsen mood problems like sadness or anxiety and disturb sleep, all of which are connected to a higher risk of self-harm or suicidal thoughts.
- When the effects wear off, the crash or withdrawal can intensify distress, making the urge to hurt themselves feel stronger.
- These risks don’t mean your friend will definitely do something dangerous, but they do mean the risk is higher when alcohol is involved, especially after conflicts or during stressful times.

Ways you can help keep them safe
1) Have a calm, honest conversation when you’re both sober and able to talk privately. Use “I” statements and focus on care, not blame. For example: “I’m really worried about you after the argument and noticing you’ve been drinking.” Give them space to share what they’re feeling.
2) Encourage talking to a trusted adult or professional. Suggest they speak with a parent/guardian, school counselor, or a clinician. If they’re open, offer to help them make the appointment or go with them.
3) Be vigilant for warning signs of immediate danger. If they talk about wanting to die, have a plan, or have harmed themselves, seek urgent help right away (call emergency services or go to the nearest emergency room). If you’re in the U.S., you can contact 988 for Crisis Lifeline any time.
4) Keep them safe in the moment. Don’t leave them alone if you’re worried they might hurt themselves. If alcohol is present, encourage turning it over to a trusted adult or safer activities that don’t involve drinking.
5) Help them use healthier coping strategies. When they’re overwhelmed, suggest grounding techniques (like slow breathing or focusing on five things they can see, feel, or hear), taking a short walk, journaling, drawing, or talking with you or another friend who supports them.
6) Set boundaries for yourself and stay supportive. You can let them know you care and want to help, but you also need to take care of your own well-being. It’s okay to ask for help from a trusted adult for guidance on supporting them.

If you want, I can help you draft a simple plan or message you could share with your friend, or point you toward resources at your school or in your community. You’re showing real courage by caring and seeking information, and that can make a big difference for your friend.
"
data/raw/hecat/PHW.pdf	5	Personal Health and Wellness	PHW	1	Core Concepts	knowledge	5	3-5	19	PHW1.5.19	Explain how alcohol-based hand rubs and sanitizers work and when and how to properly and safely use them.	HBO 1|HBO 5|HBO 8	During lunch at school, my friend rubbed hand sanitizer on their hands and said it would keep us clean, and then they asked if they could drink some to get rid of germs faster. What is hand sanitizer for, how does it work, and when should we use it instead of soap and water?	"Great question. Hand sanitizer is a gel or liquid that has alcohol in it. It helps clean your hands when soap and water aren’t nearby. The alcohol kills many germs on your skin, but it works best when your hands aren’t very dirty and you rub your hands until they’re dry.

When to use it instead of soap and water:
- Use it when your hands aren’t visibly dirty and you can’t wash them right away (for example, before lunch at school if there isn’t a sink nearby).
- Use it after touching lots of things like doorknobs or toys, especially when you’re on the go.
- If your hands look muddy or sticky, wash with soap and water instead.

How to use it:
1) Put a small amount in the palm of one hand (about the size of a dime).
2) Rub both hands together, covering all surfaces: palms, backs, between fingers, and under the nails.
3) Keep rubbing until your hands are completely dry (usually about 20 seconds).
4) Don’t rinse or wipe early, and don’t touch your face while it’s drying.

Safety:
- Do not drink hand sanitizer. Drinking it can make you very sick.
- If someone swallows it, tell a trusted adult or contact a poison control resource right away.
- Keep it away from eyes and out of reach of small children.

Your friend is right that hand sanitizer helps clean hands, but it is not for drinking. If you ever aren’t sure what to do, the best choice is to wash with soap and water when you can and ask a grown-up or teacher for help."
data/raw/hecat/AOD.pdf	13	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	5	3-5	1	AOD2.5.1	Identify how culture influences practices and behaviors related to alcohol use.		At our family party my aunt says it's part of our culture to drink wine, but I'm 11 and I don't want to drink, how does culture decide who drinks and what should I say if someone asks me to try it?	"It's a great question. Culture means the everyday beliefs, customs, and traditions a family or community shares. In some families, wine is a normal part of celebrations, and adults might drink it with meals. In other families, wine isn’t used at all or only adults drink it. Culture can influence what people expect at gatherings, but it doesn’t force you to do something you’re not ready for, especially since you’re 11.

You have the right to make your own choice about drinking. Here are simple, respectful ways you can respond if someone offers you wine:
- ""Thanks for offering, but I don’t drink alcohol. I’m not old enough.""
- ""I’d like grape juice instead, please.""
- ""I’m saving alcohol for when I’m older.""

If you want to be busy or feel more comfortable, you can also:
- Help with a party game or snack instead of sitting near the drinks.
- Ask for a non-alcoholic option you enjoy (like juice or water).
- Find a trusted adult or older cousin and talk to them if you start to feel pressured.

If someone keeps asking you, it’s okay to gently repeat your answer and tell a trusted adult at the party or your parent after the event. Saying no to alcohol is a healthy, responsible choice—and part of protecting your safety and growing up.

Remember, culture explains what people usually do at celebrations, but your health, safety, and personal choice come first. You can still be part of the celebration and have fun without drinking."
data/raw/hecat/PA.pdf	13	Physical Activity	PA	2	Analyzing Influences	skill	5	3-5	3	PA2.5.3	Identify how community influences physical activity practices and behaviors.		There's a new after-school running club at the community center near my apartment, and my friend says we should go every day. My mom wants me to ask the coach first and ride with a buddy. How do community programs influence how active kids are, and what should I ask my mom before joining?	"That sounds like a wonderful idea. A community running club can help you stay active in a safe, fun way. When neighbors and families support active choices, it becomes normal to move more, you meet other kids, and coaches teach safe practices and teamwork.

How community programs influence activity:
- They give you regular chances to move after school, which helps you build a habit of being active.
- You get support from coaches and friends, which can make running feel easier and more fun.
- They teach safety rules like warming up, staying hydrated, wearing proper shoes, and listening to your body.
- They use local places and equipment, so you have a real place to practice.
- Having community programs nearby helps families plan activities together and can inspire you to try new activities.

What to ask your mom before joining:
- Can I join this club after school, and what days does it meet?
- Who will pick me up or how do I get home? Can I ride with a buddy, and what if that plan changes?
- Do I need to fill out any forms or get your permission before joining?
- What gear do I need (like good running shoes and a water bottle), and is there a cost for joining?
- What should I do if I’m feeling tired, dizzy, or sore during practice?
- Is there a safety plan or first aid on site, and who should I tell if something goes wrong?

What to ask the coach:
- Is the club welcoming for beginners, or are there different groups by ability?
- How long are practices, and how many days per week do we meet?
- Do we have different pace groups or runs for different speeds?
- What safety rules do we follow (warm-up, hydration, sunscreen, stretch) and what happens if there’s rain or cancellation?
- What should I do if I can’t go to a practice or I’m not feeling well that day?
- How will you help me learn and improve, and how will you know I’m safe?

If you want, you can write down these questions and practice them with your mom and the coach. It shows you’re thinking about safety and being a responsible part of your community."
