source_file	pdf_page	module	module_code	standard_number	standard_name	expectation_type	grade_code	grade_span	item_number	code	expectation	hbo_codes	generated_question	appropriate_answer
data/raw/hecat/PA.pdf	57	Physical Activity	PA	7	Self-Management	skill	12	9-12	2	PA7.12.2	Evaluate personal practices and behaviors that reduce or prevent sedentary behavior.		Why do we need to move around instead of just sitting all day?	Hey there! It's really important to move around instead of just sitting all day because our bodies are like super cool machines that need different types of fuel to work well. When you sit for too long, it's like not giving your body enough energy to stay healthy and strong. Moving around helps your heart pump better, keeps your muscles strong, and even helps your brain work better! So, think of moving as a way to give your body a boost of energy and keep it happy and healthy. It's always good to talk to a grown-up if you have more questions about this!
data/raw/hecat/FN.pdf	7	Food and Nutrition	FN	1	Core Concepts	knowledge	8	6-8	18	FN1.8.18	Explain how to select nutrient-dense foods when dining out.	HBO 7|HBO 8|HBO 9|HBO 11|HBO 12	What are nutrient-dense foods and how do I know which ones to choose when eating at a restaurant?	Hey there! Nutrient-dense foods are yummy foods that give you lots of good stuff for your body, like vitamins and minerals. When you're at a restaurant, try to pick foods that have more of these good things. For example, you can choose grilled chicken or fish instead of fried foods, and go for veggies and fruits as sides. Also, look for dishes that use healthy fats like olive oil or avocados. This way, you get tasty food that also helps keep your body strong and healthy!
data/raw/hecat/T.pdf	24	Tobacco-Use Prevention	T	3	Accessing Information	skill	12	9-12	7	T3.12.7	Use resources that provide valid tobacco-related prevention and cessation information.		Where can I find good books or websites to learn why smoking is bad for you?	Great question! There are lots of good places to learn about why smoking isn't good for you. You can check out books from the library or websites like the CDC (Centers for Disease Control and Prevention) or the American Lung Association. They have lots of information about how smoking can hurt your body. It's also helpful to talk to a grown-up you trust, like a parent or teacher, if you have more questions. They can help you find more resources and explain things in a way that makes sense to you.
data/raw/hecat/FN.pdf	48	Food and Nutrition	FN	6	Goal Setting	skill	8	6-8	1	FN6.8.1	Assess personal eating practices.		Why do I need to eat vegetables if I don't like them? Can't I just eat candy all day?	It's great that you're asking about food! Vegetables are important because they give our bodies lots of good things it needs to grow strong and stay healthy. Even if you don't like them right now, there are many yummy ways to enjoy veggies, like in smoothies or with dips. Eating a variety of foods helps make sure you get all the nutrients you need. Candy is okay sometimes, but it doesn't have the same vitamins and minerals as vegetables. It's best to try to eat a mix of different foods to keep your body happy and strong. Remember, it's okay to not love everything, but it's important to try and find healthy foods you enjoy.
data/raw/hecat/V.pdf	62	Violence Prevention	V	8	Advocacy	skill	5	3-5	1	V8.5.1	Give factual information to others to prevent violence.		Why should I tell my friend not to hit someone if they get mad?	It's really important to tell your friend not to hit someone, even if they're mad. When people get angry, it's okay to feel that way, but hitting isn't a good way to solve problems. Instead, you can help your friend use their words to talk about how they feel. This keeps everyone safe and helps them learn to handle their feelings in a better way. Remember, it's always good to speak up if you see something that might hurt someone else.
data/raw/hecat/MEH.pdf	28	Mental and Emotional Health	MEH	3	Accessing Information	skill	12	9-12	9	MEH3.12.9	Use valid mental and emotional health services when needed or appropriate.		What are mental health services and why do I need them if I'm feeling sad or worried?	Hey there! Mental health services are like special helpers that can support you when you're feeling really sad, worried, or overwhelmed. They can be things like talking to a counselor or therapist who has special training to help people feel better. Sometimes, just talking about what's bothering you can make a big difference. It's important to use these services if you're having a hard time because they can give you tools and strategies to manage your feelings and improve your mood. Remember, it's okay to ask for help, and taking care of your mental health is just as important as taking care of your physical health.
data/raw/hecat/SH.pdf	6	Sexual Health	SH	1	Core Concepts	knowledge	8	6-8	4	SH1.8.4	Describe the relationship between the menstrual cycle and conception.	HBO 1|HBO 7|HBO 10	Why do girls get their period and how does it help them have babies someday?	Hi there! Girls get their period because their bodies are getting ready for a possible pregnancy. During the menstrual cycle, the body makes special cells called eggs in the ovaries. These eggs travel down a tube called a fallopian tube. If a girl has sex and the egg meets a sperm (which is from a boy), the egg can stick to the inside of her uterus. This is called conception, and it means she might be able to have a baby. But if no sperm meet the egg, the body gets rid of the extra stuff that was getting ready for a baby by having a period. So, periods help girls' bodies prepare for having babies, but they also show that no baby is going to happen this time.
data/raw/hecat/SH.pdf	12	Sexual Health	SH	1	Core Concepts	knowledge	12	9-12	58	SH1.12.58	Describe the importance of ‘time-alone’ between young people and the healthcare provider (e.g., doctor, nurse) to discuss sexual and reproductive health and other sensitive health topics.	HBO 4|HBO 6|HBO 7|HBO 10	Why do I need to have my own time with the doctor to talk about private stuff like my body and stuff like that?	Hey there! It's really important to have some alone time with the doctor or nurse to talk about your body and other private things. This way, you can share anything you want without anyone else hearing. Doctors and nurses are there to help keep you healthy, and they know it's easier for you to ask questions and talk about sensitive stuff when you're not worried about others overhearing. Plus, they can give you the best advice tailored just for you. So, having this private time helps make sure you get the care you need and feel comfortable asking all the questions you might have.
data/raw/hecat/S.pdf	4	Safety	S	1	Core Concepts	knowledge	5	3-5	16	S1.5.16	Explain why household products are harmful if ingested or inhaled.	HBO 4|HBO 5|HBO 6|HBO 8	Why are some things in the house yucky if we eat them or breathe them in?	Hey there! Some things in the house might look or smell okay, but they're not meant for eating or breathing in. These products have special ingredients that can make you feel sick if you swallow them or breathe them in. It's important to keep them away from your mouth and nose, and always ask a grown-up before touching anything new in the house. They can help explain what's safe and what's not!
data/raw/hecat/PHW.pdf	43	Personal Health and Wellness	PHW	5	Decision-Making	skill	12	9-12	8	PHW5.12.8	Evaluate the effectiveness of personal health and wellness-related decisions.		How do I know if the choices I make about my health are good ones?	Great question! When you make choices about your health, it's important to think about how those choices affect your body and overall well-being. For example, eating healthy foods can help you feel better and have more energy, while getting enough sleep helps your body recover and grow. To know if your choices are good ones, consider how they make you feel both in the short term and over time. If you notice that you're feeling healthier, happier, and more energetic, then you're probably making good choices! Also, remember to talk to your parents or a doctor if you have any concerns about your health choices.
