source_file	pdf_page	module	module_code	standard_number	standard_name	expectation_type	grade_code	grade_span	item_number	code	expectation	hbo_codes	generated_question	appropriate_answer
data/raw/hecat/PA.pdf	57	Physical Activity	PA	7	Self-Management	skill	12	9-12	2	PA7.12.2	Evaluate personal practices and behaviors that reduce or prevent sedentary behavior.		My friend and I want to start exercising more, but we're not sure what activities are good for reducing sitting time. Can you give us some ideas?	Absolutely! It's great that you want to start exercising more. Reducing sitting time is important because it helps keep your body healthy and strong. Some fun activities you can try include going for a walk or run, playing team sports like soccer or basketball, doing yoga, or even dancing to your favorite music. You could also try standing up while you study or do homework instead of sitting. Remember, the key is to find something you enjoy so you'll want to keep doing it. And don't forget to talk to a grown-up or teacher about starting a new exercise routine to make sure it's safe and fits into your schedule.
data/raw/hecat/FN.pdf	7	Food and Nutrition	FN	1	Core Concepts	knowledge	8	6-8	18	FN1.8.18	Explain how to select nutrient-dense foods when dining out.	HBO 7|HBO 8|HBO 9|HBO 11|HBO 12	My mom says I can have dessert if I eat my vegetables, but what if we go to a restaurant and they don't have any healthy options? Can I still get dessert even if I eat my veggies?	It's great that you want to eat your veggies! When we go to a restaurant, sometimes it might be hard to find all the healthy choices we need. But that's okay! You can still ask for a vegetable side dish, like steamed broccoli or a salad. And remember, it's important to enjoy your meal and not feel too hungry for dessert. If there aren't many healthy options, you could talk to your parents about bringing some healthy snacks from home. That way, you can still have your dessert and make sure you're eating well overall. It's always good to talk to a grown-up about your food choices so they can help you make the best decisions.
data/raw/hecat/T.pdf	24	Tobacco-Use Prevention	T	3	Accessing Information	skill	12	9-12	7	T3.12.7	Use resources that provide valid tobacco-related prevention and cessation information.		My friend keeps trying to get me to smoke a cigarette, saying it’s just one time and it’s no big deal. Should I go with him? What should I say to him?	Hey there! It's really important to think carefully about what you do, especially when it comes to things like smoking. Even if someone says it's just one time, smoking can be very harmful to your health. There are lots of resources online that can help you understand why it's best to avoid smoking and how to say no. You could tell your friend something like, 'I care about you and want you to stay healthy. Let's find something else to do instead.' Remember, it's okay to say no, and there are always grown-ups you can talk to if you need help. How about we look up some of those resources together?
data/raw/hecat/FN.pdf	48	Food and Nutrition	FN	6	Goal Setting	skill	8	6-8	1	FN6.8.1	Assess personal eating practices.		My friend keeps bringing candy to school and sharing it with everyone. I want to eat it but I know I shouldn't eat too much sugar. What should I do?	It's great that you're thinking about what's best for your body! It's okay to enjoy treats like candy sometimes, but it's important to remember that they should be special treats rather than something we eat every day. You could try talking to your friend and suggest having the candy during a special occasion or a fun activity instead of every day. This way, you can still enjoy it and not eat too much sugar. Remember, it's always good to talk to a grown-up you trust if you have questions or need advice about what you eat.
data/raw/hecat/V.pdf	62	Violence Prevention	V	8	Advocacy	skill	5	3-5	1	V8.5.1	Give factual information to others to prevent violence.		My friend wants to tell everyone at recess that someone is mean to them, but they're scared of getting in trouble. Should I help them tell the teacher, or should we keep it a secret?	It's really brave of your friend to want to share what's happening. It's important to tell a grown-up like a teacher if someone is being mean because they can help make sure your friend stays safe. Keeping secrets about mean behavior can sometimes make things worse. Let's go together to talk to the teacher and let them know what's going on. They'll understand and can help take care of your friend.
data/raw/hecat/MEH.pdf	28	Mental and Emotional Health	MEH	3	Accessing Information	skill	12	9-12	9	MEH3.12.9	Use valid mental and emotional health services when needed or appropriate.		My friend seems really sad and doesn't want to talk about it. Should I try to get them to go see a counselor, or just let them be? What should I do?	It's great that you're thinking about how to help your friend. Sometimes when people are feeling really sad, talking to someone can make a big difference. You could gently suggest that they might want to talk to a counselor or another trusted adult who can help them feel better. But remember, it's also important to respect their feelings and give them space if they don't want to talk right away. If you're worried about your friend, you can always talk to a grown-up you trust, like a parent or teacher, to get more help.
data/raw/hecat/SH.pdf	6	Sexual Health	SH	1	Core Concepts	knowledge	8	6-8	4	SH1.8.4	Describe the relationship between the menstrual cycle and conception.	HBO 1|HBO 7|HBO 10	My friend keeps asking me about when she can get pregnant. She’s only 13 and I’m not sure if I should tell her or just say it’s complicated. What should I do?	It's great that you're thinking about how to help your friend! It's important to talk to a trusted adult, like a parent or a teacher, about this. They can provide more detailed information that's appropriate for her age. The menstrual cycle is a series of changes in a girl's body that happens every month. During this time, a small part of the uterus called the endometrium thickens to prepare for a possible pregnancy. If a girl has sex and a sperm from a boy meets an egg, the egg can travel down the fallopian tube and be fertilized by the sperm. If this happens, the fertilized egg travels to the uterus and implants into the endometrium, which means she could become pregnant. But because your friend is only 13, it's best for her to wait until she's older before worrying about getting pregnant. Her body is still growing and changing, and there are many things she needs to know first. Remember, it's always good to talk to a grown-up you trust about questions like this.
data/raw/hecat/SH.pdf	12	Sexual Health	SH	1	Core Concepts	knowledge	12	9-12	58	SH1.12.58	Describe the importance of ‘time-alone’ between young people and the healthcare provider (e.g., doctor, nurse) to discuss sexual and reproductive health and other sensitive health topics.	HBO 4|HBO 6|HBO 7|HBO 10	Can I go into the exam room alone when I go to the doctor to talk about my period problems? My mom is a bit embarrassing and I don't want her to hear everything.	Absolutely, it's completely normal to feel that way! When you go to see the doctor about your period problems, you can ask if you can have some time alone in the exam room. Doctors understand that some topics are private, especially for teens. They're there to help you and make sure you feel comfortable. If you're not sure how to ask, you can always practice with a parent or someone you trust. Remember, doctors are there to help and they want to make sure you feel safe and understood.
data/raw/hecat/S.pdf	4	Safety	S	1	Core Concepts	knowledge	5	3-5	16	S1.5.16	Explain why household products are harmful if ingested or inhaled.	HBO 4|HBO 5|HBO 6|HBO 8	My friend gave me some cough syrup they found in their parents' cabinet. They said it's okay to share. Should I take it?	It's really important not to take any medicine that isn't given to you by a grown-up who knows about your health. Even if it looks like it might help, medicines can be very strong and might make you feel sick if you take them without a doctor or parent saying it's okay. It's always best to talk to a trusted grown-up about anything you find in cabinets or drawers. They can keep you safe and make sure you get the right care if you're feeling unwell.
data/raw/hecat/PHW.pdf	43	Personal Health and Wellness	PHW	5	Decision-Making	skill	12	9-12	8	PHW5.12.8	Evaluate the effectiveness of personal health and wellness-related decisions.		My friend keeps trying to convince me to skip breakfast and just eat snacks all day. I know it’s not good for my health, but he says it helps him stay awake in school. Should I try it or just stick to eating breakfast?	It's great that you're thinking about what's best for your health! Skipping breakfast and only eating snacks can make it hard for your body to have the energy it needs to do well in school and throughout the day. Breakfast is like starting your car before a long trip – it gives you the fuel you need to go far! Eating a healthy breakfast can help you focus better, feel more energized, and even do better in your classes. It's important to listen to your body and choose foods that give you sustained energy, like whole grains, fruits, and proteins. If your friend is worried about staying awake, maybe you could find some healthy snack options together that can keep them energized without skipping breakfast. Remember, making choices that are good for your health is always the best way to go!
data/raw/hecat/MEH.pdf	20	Mental and Emotional Health	MEH	2	Analyzing Influences	skill	12	9-12	5	MEH2.12.5	Analyze how some health risk behaviors influence the likelihood of engaging in other unhealthy mental and emotional health practices and behaviors (e.g., how using alcohol and other drugs increase the risk of suicide and self-injury).		My friend has been drinking a lot lately and says he feels better when he drinks. I’m worried he might do something really bad. Should I tell someone or just leave him alone?	It's really important to talk to a grown-up you trust about this, like a parent or teacher. Sometimes people drink because they're feeling sad or stressed, but it can make things worse. Drinking too much can affect your judgment and make you more likely to do things you might regret, like hurting yourself. It's okay to express your concerns and let them know you care about their well-being. Remember, it's not being nosy; it's helping keep them safe.
data/raw/hecat/PHW.pdf	5	Personal Health and Wellness	PHW	1	Core Concepts	knowledge	5	3-5	19	PHW1.5.19	Explain how alcohol-based hand rubs and sanitizers work and when and how to properly and safely use them.	HBO 1|HBO 5|HBO 8	My friend Billy says he saw someone put hand sanitizer on their face. Is that okay? Can we do that too?	Hi there! It's great that you're asking about hand sanitizers. Hand sanitizers are really good for cleaning our hands when we can't wash them with soap and water. They have special ingredients that kill germs and make our hands clean and safe to touch. But we should only put them on our hands, not on our faces. Our hands are the best place for hand sanitizer because they help us avoid getting sick. If you ever see someone using hand sanitizer, just remember to use it on your hands, not on your face. It's always a good idea to ask a grown-up if you're not sure about something. They can help you learn more about staying healthy and safe!
data/raw/hecat/AOD.pdf	13	Alcohol and Other Drug-Use Prevention	AOD	2	Analyzing Influences	skill	5	3-5	1	AOD2.5.1	Identify how culture influences practices and behaviors related to alcohol use.		My friend says all the cool kids drink soda at parties to fit in. Should I try it too?	Hey there! It's really important to remember that what other people do doesn't always mean you have to do the same thing. Different families and groups might have different ideas about what's normal or cool. It's okay if you don't want to drink soda at parties. You can still have fun and be yourself! If you ever feel unsure or curious, it's best to talk to a grown-up you trust, like a parent or teacher, who can help you make good choices. What do you think would make you feel happy and safe at a party?
data/raw/hecat/PA.pdf	13	Physical Activity	PA	2	Analyzing Influences	skill	5	3-5	3	PA2.5.3	Identify how community influences physical activity practices and behaviors.		My friend says we can't play at the park because it's too far, but I want to go. What should I do?	It's great that you want to play at the park! Sometimes grown-ups might worry about safety, but it's important to talk to them about why they think it's too far. You could ask your parents or another trusted adult to walk with you or help you find a safer way to get there. Remember, it's always good to have an adult around when you're playing outside. That way, everyone can enjoy the fun and stay safe too!
data/raw/hecat/FN.pdf	24	Food and Nutrition	FN	3	Accessing Information	skill	8	6-8	1	FN3.8.1	Analyze the validity of nutrition information (e.g., differentiate between scientifically or medically accurate content and advertising, including sponsored content).		My friend keeps telling me that eating only fruits and vegetables is the best way to stay healthy. I'm not sure if that's true. Can you help me figure out if there's more to a healthy diet than just those things?	Of course! It's great that you're thinking about this. While fruits and veggies are super important for your health, they're not the only part of a healthy diet. A balanced diet includes a variety of foods from all the food groups. This means eating lots of fruits and veggies, but also some grains, proteins, and dairy too. Sometimes, people might say only certain foods are good for you because they want to sell something, like a special juice or snack. It's important to look for information from doctors, registered dietitians, or other experts who can give you reliable advice. So, while fruits and veggies are really good for you, remember that a mix of different foods helps keep your body healthy and strong!
data/raw/hecat/FN.pdf	18	Food and Nutrition	FN	2	Analyzing Influences	skill	12	9-12	1	FN2.12.1	Explain how public health policies and guidelines influence food choices and other eating practices and behaviors.		My mom says we have to follow the MyPlate guidelines, but I don't understand why we need to eat so much fruit and veggies. Can you explain why it's important?	Of course! The MyPlate guidelines are there to help us make healthy choices about what we eat. Eating lots of fruits and vegetables is really important because they give our bodies lots of good stuff called vitamins and minerals. These help keep us strong and healthy. Think of them like superfoods that give your body energy and help you grow big and strong! Public health policies like MyPlate exist to encourage everyone to eat well and stay healthy. So even if it seems like you're eating a lot of fruits and veggies, remember that they're helping your body work its best!
data/raw/hecat/V.pdf	5	Violence Prevention	V	1	Core Concepts	knowledge	5	3-5	23	V1.5.23	Explain why it is not a child’s fault if someone touches them in an unwanted or inappropriate way.	HBO 8	If my friend touches me in a way that makes me feel uncomfortable, is it my fault? What should I do? 	It's never your fault if someone touches you in a way that makes you feel uncomfortable. Your body is special and important, and no one has the right to touch you in ways that make you feel bad. If this happens, it's really important to tell a grown-up you trust, like a parent, teacher, or another family member. They can help keep you safe and make sure everything is okay.
data/raw/hecat/V.pdf	36	Violence Prevention	V	5	Decision-Making	skill	2	Pre-K-2	1	V5.2.1	Identify situations that need a decision that could lead to or prevent violence.		My friend Tommy says he’s going to hit the kid who took his toy. Should I tell on him or just let him do it?	It's important to help Tommy find a better way to solve his problem. Sometimes when we're upset, it's hard to think of nice solutions. You can tell Tommy it's not okay to hit, and maybe you can think of something else together, like asking the teacher for help or using kind words. It's always good to talk to a grown-up about big feelings so everyone stays safe and happy.
data/raw/hecat/MEH.pdf	16	Mental and Emotional Health	MEH	2	Analyzing Influences	skill	5	3-5	5	MEH2.5.5	Describe how school and community settings influence mental and emotional health practices and behaviors.		My friend seems really sad and doesn't want to play with us. Should I tell the teacher or just let them be? What should I do to help them feel better?	It's great that you care about your friend! Sometimes people feel sad for different reasons, and it can be hard to know what to do. It's usually a good idea to tell a grown-up like a teacher if you're worried about your friend. They can help make sure your friend is okay and give them some support. In the meantime, you can try sitting with your friend and asking if they want to talk about anything. Just being there to listen can make a big difference. Remember, it's important to take care of yourself too, so don't forget to ask for help if you need it.
data/raw/hecat/MEH.pdf	3	Mental and Emotional Health	MEH	1	Core Concepts	knowledge	2	Pre-K-2	9	MEH1.2.9	Identify healthy ways to express affection, love, friendship, and concern.	HBO 1|HBO 2|HBO 3|HBO 7|HBO 8	My friend keeps hugging me really tight and it makes me feel weird. Can I tell them to stop? What should I say?	It's okay to feel that way, sweetie. Sometimes hugs can make us feel funny inside. You can tell your friend, 'I like you, but I prefer not to be hugged so tightly. Can we give each other high fives instead?' This way, you're being kind and letting them know how you feel.
